"","prod","title","author","date","review_format","stars","comments","n_helpful"
"105","Venom","Should be Rated-R","Camacho","February 6, 2019","Format: Prime VideoVerified Purchase",2,"While I like this movie due to the fact mostly being a Spider-Man fanboy, Venom wasn’t done right. While the actor did have a great performance, the direction there taking it in is just sad. I can’t see many people being interested in it, I liked it but I know it’s a bed movie.",NA
"106","Venom","Pleasantly surprised","BMDavis","January 7, 2019","Verified Purchase",5,"I was not up for watching this film, but I thought they did a good job with this Marvel flick.  My son is a Venom fan and while the language threw a few bombs in there, it wasn't bad if you are not sensitive to that...led to a bio/medical ethics discussion, so I am okay with that :)",NA
"107","Venom","What?, he's a good guy?","Leo Devin","February 5, 2019","Verified Purchase",5,"I hadn't heard much about this flick but I figured, hey, not much is coming out of the movie factory right now so I got it.  Wow, I started off disliking the main character a lot, almost quit watching, but then things got much better.  It works so well!  Great flick!I love it and would buy it again",NA
"108","Venom","Slow and Predictable","Guy in Ohio","January 3, 2019","Format: Prime VideoVerified Purchase",1,"Terrible waist of time. This move is slow, boring and should have never been released. Do anything else other than watch this movie.",1
"109","Venom","Good movie, broken disc holder","Amazon Customer","January 24, 2019","Verified Purchase",4,"The movie in itself is amazing (I haven't watched this particular disc yet, but I rented the movie earlier before this purchase). I JUST opened the case moments ago and I'm super excited to watch the movie tonight, though when I opened the case the disc fell out and hit the floor which was very concerning; one of the plastic thingys that hold the disc into place had broken off at some point, and it fell out with the disc. I've been super excited for this purchase because I can say without a doubt Venom is my favorite Marvel movie so far, but I'm really disappointed part of the case that holds the disc in was broken; it'll make taking care of the disc just a little harder.",NA
"110","Venom","It was ok...","Erin W.","January 6, 2019","Format: Prime VideoVerified Purchase",3,"Not my favorite superhero movie.  Maybe because I watched aquaman right before this and thought it was so much better...actor was great but it just wasnt the quality I expect from marvel.  Honestly felt more like DC quality (if you know what I mean). Although, aquaman was more marvel quality...",NA
"111","Venom","Another ok super hero flick.","Hawk","January 8, 2019","Verified Purchase",3,"Maybe I""m getting tired of these so-so super hero movies, but ok this SH is a bit nastier and hosts an alien, but in the end, it's still another super hero flick that tries to be different.Guess it's just a different color lipstick on the same super hero pig :D",NA
"112","Venom","Tom Hardy makes this movie","Shelby Ostendorf","February 1, 2019","Format: Prime VideoVerified Purchase",4,"Plot is weak but it doesn't matter so much when Tom Hardy is so perfectly compelling (& surprisingly hilarious) as Eddie & Venom.  Could literally watch him all day. Hope they lose the love interest in the sequal & concentrate more on developing the antihero.",NA
"113","Venom","Lame plot, lame story","Darryll Wolf","December 20, 2018","Verified Purchase",1,"I can see this being a great time for a pre-teen, but not at all for anyone who is not super stoned or of low intelligence. Seriously disappointing.",2
"114","Venom","Venom did not reach our expectations :( sorry venom","Chris donahue","January 26, 2019","Format: Prime VideoVerified Purchase",3,"Honestly...my expectations were high and the movie just didnt successfully fulfill that expectation. My kids enjoyed it but for the most part not a whole lot considering they watch movies over and over again and they have only watched Venom once and that was enough for them. So that definitly told me a lot.",NA
"115","Venom","SJWs on Duty","Jahoo","December 20, 2018","Verified Purchase",2,"Wow! SJWs alive and well in this movie. I had to rate it low. Can we make movies anymore without the agendas? Please!",1
"116","Venom","Vemon need I say more","Jeff and Amanda","March 1, 2019","Format: Blu-rayVerified Purchase",5,"This is a great movie!  I think I only blinked my eyes a few times throughout the movie.  I was on the edge of my seat in excitement and could hardly contain myself.  Afterwards I was sad until I fell asleep and had dreams about vemon.",NA
"117","Venom","Surprise Yourself","Golden Rj","January 3, 2019","Format: Prime VideoVerified Purchase",5,"The ad had me scared to watch the movie.  I said how could Venom be a hero... It is worth watching.",1
"118","Venom","Okay, Not Super","Amazon Customer","February 21, 2019","Format: Prime VideoVerified Purchase",4,"It is the classical Venom, however I was not completely satisfied with the film. I guess I expected more. It was  good, but not great and unfortunately GREAT, is what we expect from Marvel films thanks to their incredible success rate.",NA
"119","Venom","Low expectations turned into a decent viewing experience","John IV","December 27, 2018","Format: Blu-rayVerified Purchase",4,"Low expectations turned into a decent viewing experience, Tom Hardy nails it as loser Eddie Brock merges with an over the top CGI Venom to halt a Silicon Valley CEO douchebag.  Picture quality very good on this BD with a decent amount of extras.",NA
"120","Venom","corny","Sunshine","December 29, 2018","Verified Purchase",1,"corny, terrible acting, even venom the character was bad acting, ok effects though. so theres that",1
"121","Venom","Better than the other version with spidey..!","danautotech","March 1, 2019","Format: Prime VideoVerified Purchase",5,"Way better than the first Spiderman version of this venom story. Tom Hardy is a great actor. He's so good at American accents that I can't believe that he's from England..! Good story and keeps you guessing. Very good to rent and buy.",NA
"122","Venom","EXCELLENT!  Love this movie","Cheryl Senyk","January 24, 2019","Format: Blu-rayVerified Purchase",5,"Thank you Tom Hardy. For providing that a Marvel hero/antihero character can be FUN, entertaining, sexy and WATCHABLE FOR EVERYONE!  Because....just no reason for Deadpool to so raunchy.  Venom was engaging, edgy and incredibly well done.",NA
"123","Venom","Bad CGI","snowbird567","December 25, 2018","Format: Prime VideoVerified Purchase",2,"Oh, Tom Hardy. You're beautiful and I would watch you in anything. But I cannot watch this again. Star Trek TNG had better CGI & I'm pretty sure the dialogue was at an 8th grade reading level.  But Venom gets 2 stars because you're beautiful.",NA
